"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"925","Prodanovica","Juhor","503","43⁰50,546‘","21⁰13,451‘","530 1 Kraljevo","Šumadija"
"926","Kosmaj","Kosmaj","626","44⁰27,952‘","20⁰34,128‘","480 1 Kragujevac","Šumadija"
"927","Beli kamen","Kosmaj","546","44⁰28,563‘","20⁰34,955‘","480 1 Kragujevac","Šumadija"
"928","Veliki vrh","Kotlenik","749","43⁰50,607‘","20⁰41,053‘","530 1 Kraljevo","Šumadija"
"929","Nedovka","Kotlenik","713","43⁰49,129‘","20⁰42,663‘","530 1 Kraljevo","Šumadija"
"930","Orlovo","Kotlenik","666","43⁰49,662‘","20⁰41,687‘","530 1 Kraljevo","Šumadija"
"931","Metaljka","Kotlenik","657","43⁰48,994‘","20⁰43,738‘","530 1 Kraljevo","Šumadija"
"932","Velike livade","Kotlenik","645","43⁰50,640‘","20⁰42,791‘","530 1 Kraljevo","Šumadija"
"933","Veliko brdo","Kotlenik","634","43⁰51,908‘","20⁰42,709‘","530 1 Kraljevo","Šumadija"
"934","Medina kosa","Kotlenik","596","43⁰47,281‘","20⁰43,410‘","530 1 Kraljevo","Šumadija"
"935","Velika gradina","Kotlenik","591","43⁰48,502‘","20⁰40,807‘","530 1 Kraljevo","Šumadija"
"936","Bumbarevo brdo","Kotlenik","588","43⁰46,337‘","20⁰45,423‘","530 2 Kraljevo","Šumadija"
"937","Veliki Šturac (Cvijićev vrh)","Rudnik","1132","44⁰07,867‘","20⁰32,737‘","480 3 Kragujevac","Šumadija"
"938","Srednji Šturac","Rudnik","1113","44⁰07,722‘","20⁰31,857‘","480 3 Kragujevac","Šumadija"
"939","Javor","Rudnik","1107","44⁰07,339‘","20⁰33,361‘","480 3 Kragujevac","Šumadija"
"940","Molitve","Rudnik","1096","44⁰06,916‘","20⁰33,490‘","480 3 Kragujevac","Šumadija"
"941","Banetov vrh","Rudnik","1089","44⁰07,696‘","20⁰33,368‘","482 3 Kragujevac","Šumadija"
"942","Mali Šturac","Rudnik","1058","44⁰07,922‘","20⁰31,431‘","483 3 Kragujevac","Šumadija"
"943","Paljevine","Rudnik","1052","44⁰08,099‘","20⁰33,774‘","481 3 Kragujevac","Šumadija"
"944","Marjanac","Rudnik","1029","44⁰08,301‘","20⁰32,567‘","484 3 Kragujevac","Šumadija"
"945","Tavan","Rudnik","1007","44⁰08,913‘","20⁰34,202‘","480 3 Kragujevac","Šumadija"
"946","Javor","Rudnik","927","44⁰08,719‘","20⁰32,337‘","480 3 Kragujevac","Šumadija"
"947","Kurjak","Rudnik","924","44⁰09,363‘","20⁰33,933‘","480 3 Kragujevac","Šumadija"
"948","Suvi grmovi","Rudnik","920","44⁰05,504‘","20⁰32,725‘","480 3 Kragujevac","Šumadija"
"949","Veliki laz","Rudnik","909","44⁰04,892‘","20⁰33,061‘","480 3 Kragujevac","Šumadija"
"950","Sama bukva","Rudnik","863","44⁰06,464‘","20⁰35,925‘","480 3 Kragujevac","Šumadija"
"951","Gradina","Rudnik","830","44⁰04,463‘","20⁰33,359‘","480 3 Kragujevac","Šumadija"
"952","Garevica","Rudnik","829","44⁰08,151‘","20⁰35,745‘","480 3 Kragujevac","Šumadija"
"953","Ramaćki visovi","Rudnik","813","44⁰06,455‘","20⁰40,310‘","480 3 Kragujevac","Šumadija"
"954","Božurova glava","Rudnik","723","44⁰05,974‘","20⁰39,139‘","480 3 Kragujevac","Šumadija"
"955","Brakovića brdo","Rudnik","606","44⁰02,718‘","20⁰34,128‘","480 3 Kragujevac","Šumadija"
"956","Gornji Vučjak","Rudnik","582","44⁰07,625‘","20⁰43,781‘","480 3 Kragujevac","Šumadija"
"957","Jelenac","Rudnik","570","44⁰08,571‘","20⁰41,585‘","480 3 Kragujevac","Šumadija"
"958","Glavica","Rudnik","538","44⁰10,690‘","20⁰35,303‘","480 3 Kragujevac","Šumadija"
"959","Kovilovica","Rudnik","525","44⁰08,426‘","20⁰42,790‘","480 3 Kragujevac","Šumadija"
"960","Ostrovica","Rudnik (Zagrađe)","758","44⁰10,136‘","20⁰27,943‘","479 4 Lazarevac","Šumadija"
"961","Krš","Rudnik (Zagrađe)","620","44⁰10,601‘","20⁰27,126‘","479 4 Lazarevac","Šumadija"
"962","Gradska gora","Rudnik (Zagrađe)","619","44⁰11,254‘","20⁰26,484‘","479 4 Lazarevac","Šumadija"
"963","Popovo brdo","Rudnik (Zagrađe)","552","44⁰11,143‘","20⁰25,575‘","479 4 Lazarevac","Šumadija"
"964","Venčac","Venčac","659","44⁰15,759‘","20⁰35,893‘","480 1 Kragujevac","Šumadija"
"965","Veliki Vujan","Vujan","856","43⁰58,457‘","20⁰28,248‘","529 2 Čačak","Šumadija"
"966","Mali Vujan","Vujan","745","43⁰58,931‘","20⁰27,667‘","529 2 Čačak","Šumadija"
"967","Ćuvik","Vujan","683","43⁰57,856‘","20⁰28,619‘","529 2 Čačak","Šumadija"
"968","Koviljača","Vujan","529","43⁰59,447‘","20⁰26,462‘","529 2 Čačak","Šumadija"
"969","Čoka Kormaroš","(Bor)","644","44° 05,908′ N","22° 03,548′ E","483 3 Bor","Istočna S."
"970","Strikovac","(Bovanska klisura)","550","43° 38,368′ N","21° 44,449′ E","532 3 Aleksinac","Istočna S."
"971","Tilva Njagra","(Brestovačka Banja)","770","44° 04,448′ N","22° 00,037′ E","483 3 Bor","Istočna S."
"972","Rudina","(Brestovačka Banja)","518","44° 02,177′ N","22° 03,187′ E","483 3 Bor","Istočna S."
"973","Lazino brdo","(Dimitrovgrad, Gornja Nevlja)","844","42⁰53,960‘","22⁰45,483‘","634 2 Breznik","I gr.BG"
"974","Rudine","(Dimitrovgrad, Gornja Nevlja)","841","42⁰54,658‘","22⁰45,952‘","634 2 Breznik","I gr.BG"
"975","Kobiljača","(Kalna, Jalovik-Izvor)","856","43⁰22,472‘","22⁰23,764‘","583 2 Bela palanka","Istočna S."
"976","Sekino gramađe","(Kalna, Jalovik-Izvor)","826","43⁰23,095‘","22⁰21,893‘","583 2 Bela palanka","Istočna S."
"977","Vrlejica","(Knjaževac)","931","43⁰33,488‘","22⁰06,481‘","533 3 Zaječar","Istočna S."
"978","Tumba","(Knjaževac)","912","43⁰36,406‘","22⁰05,454‘","533 3 Zaječar","Istočna S."
"979","Kavasale","(Krivelj)","602","44° 08,140′ N","22° 07,071′ E","483 3 Bor","Istočna S."
"980","Tilva Bajkule","(Krivelj)","593","44° 06,934′ N","22° 08,535′ E","483 3 Bor","Istočna S."
"981","Čoka Nalta","(Krivelj)","582","44° 06,988′ N","22° 05,414′ E","483 3 Bor","Istočna S."
"982","Čoka Kokonja","(Majdanpek)","625","44° 20,109′ N","21° 58,938′ E","482 2 Žagubica","Istočna S."
"983","Kraku Fećimar","(Majdanpek)","624","44° 29,435′ N","21° 52,126′ E","482 2 Žagubica","Istočna S."
"984","Kulmea Kadžije","(Majdanpek)","618","44° 23,311′ N","21° 57,790′ E","482 2 Žagubica","Istočna S."
"985","Čoka Panjača","(Majdanpek)","608","44° 19,168′ N","21° 57,325′ E","482 2 Žagubica","Istočna S."
"986","Jelenova čuka","(Majdanpek)","603","44° 20,384′ N","21° 55,914′ E","482 2 Žagubica","Istočna S."
"987","Markov krak","(Majdanpek)","585","44° 24,500′ N","21° 57,305′ E","482 2 Žagubica","Istočna S."
"988","Kulmea Lomit","(Majdanpek)","581","44° 20,941′ N","21° 57,599′ E","482 2 Žagubica","Istočna S."
"989","Čoka Ljupljaska","(Majdanpek)","556","44° 22,916′ N","21° 56,657′ E","482 2 Žagubica","Istočna S."
"990","Kalafat","(Niš) Kalafat","838","43⁰23,813‘","21⁰59,420‘","582 2 Niš","Istočna S."
"991","Kamenička karaula","(Niš) Kalafat","783","43⁰24,663‘","21⁰58,034‘","582 2 Niš","Istočna S."
"992","Temeni vrh","(Niš) Kalafat","730","43⁰23,093‘","21⁰58,168‘","582 2 Niš","Istočna S."
"993","Crni vrh","(Niš, G. Toponica)","685","43⁰24,571‘","21⁰52,935‘","582 2 Niš","Istočna S."
"994","Kamenički vis","(Niš, Kamenica)","814","43⁰24,242‘","21⁰57,183‘","582 2 Niš","Istočna S."
"995","Ljuti vrh","(Niš, Kravlje)","783","43⁰26,599‘","21⁰56,781‘","582 2 Niš","Istočna S."
"996","Debeli vrh","(Niš, Kravlje)","745","43⁰26,641‘","21⁰55,095‘","582 2 Niš","Istočna S."
"997","Bašalovac","(Niš, Leskovik)","707","43⁰25,243‘","21⁰54,390‘","582 2 Niš","Istočna S."
"998","Bršljanica","(Niš, Popšica)","578","43⁰29,313‘","21⁰56,724‘","582 2 Niš","Istočna S."
"999","Ranđelova kosa","(Paraćin, Sveta Petka)","669","43° 51,861′ N","21° 39,905′ E","532 1 Aleksinac","Istočna S."
"1000","Vrletnica","(Paraćin, Sveta Petka)","646","43° 50,409′ N","21° 38,455′ E","532 1 Aleksinac","Istočna S."
"1001","Tatarčevo","(Paraćin, Sveta Petka)","504","43° 51,296′ N","21° 37,818′ E","532 1 Aleksinac","Istočna S."
"1002","Visoka stena","(Plužina, Svrljig)","763","43⁰27,598‘","22⁰03,370‘","583 1 Bela palanka","Istočna S."
"1003","Mali vrh","(Plužina, Svrljig)","664","43⁰27,782‘","22⁰05,691‘","583 1 Bela palanka","Istočna S."
"1004","V. Negovica","(Sokobanja, Jošanica)","667","43° 44,084′ N","21° 47,300′ E","532 4 Aleksinac","Istočna S."
"1005","M. Negovica","(Sokobanja, Jošanica)","619","43° 43,715′ N","21° 48,016′ E","532 4 Aleksinac","Istočna S."
"1006","Sedi vrh","(Subotinac, Aleksinac)","813","43° 36,148′ N","21° 44,502′ E","532 3 Aleksinac","Istočna S."
"1007","Čoka Bačila","(Vlaole)","696","44° 16,062′ N","21° 56,780′ E","482 2 Žagubica","Istočna S."
"1008","Mečje bare","(Žagubica)","804","44° 10,199′ N","21° 47,490′ E","482 4 Žagubica","Istočna S."
"1009","Podkrš","(Žagubica)","512","44° 11,405′ N","21° 49,111′ E","482 4 Žagubica","Istočna S."
"1010","","Baba","657","43° 49,770′ N","21° 33,627′ E","532 1 Aleksinac","Istočna S."
"1011","Preslo","Baba","600","43° 50,664′ N","21° 32,966′ E","532 1 Aleksinac","Istočna S."
"1012","Mala Baba","Baba","501","49⁰49,086‘","21⁰33,894‘","532 1 Aleksinac","Istočna S."
"1013","Beljanica (Velika kapa)","Beljanica","1339","44° 06,697′ N","21° 42,300′ E","482 3 Žagubica","Istočna S."
"1014","","Beljanica","1329","44° 07,079′ N","21° 43,036′ E","482 3 Žagubica","Istočna S."
"1015","Beljanička kapa","Beljanica","1285","44° 06,833′ N","21° 44,130′ E","482 3 Žagubica","Istočna S."
"1016","","Beljanica","1223","44° 06,131′ N","21° 48,376′ E","482 4 Žagubica","Istočna S."
"1017","Rečićki vrh","Beljanica","1183","44° 08,207′ N","21° 40,726′ E","482 3 Žagubica","Istočna S."
"1018","Stenjkin kamen","Beljanica","1158","44° 08,270′ N","21° 45,575′ E","482 4 Žagubica","Istočna S."
"1019","Jelova k.","Beljanica","1158","44° 05,580′ N","21° 45,299′ E","482 4 Žagubica","Istočna S."
"1020","Sokolica","Beljanica","1144","44° 07,096′ N","21° 36,135′ E","482 3 Žagubica","Istočna S."
"1021","V. Bojna","Beljanica","1085","44° 08,783′ N","21° 41,940′ E","482 3 Žagubica","Istočna S."
"1022","","Beljanica","1084","44° 07,252′ N","21° 38,362′ E","482 3 Žagubica","Istočna S."
"1023","Požerak","Beljanica","1049","44° 02,148′ N","21° 40,091′ E","482 3 Žagubica","Istočna S."
"1024","Srednja kosa","Beljanica","1042","44° 05,753′ N","21° 43,262′ E","482 3 Žagubica","Istočna S."
"1025","Kunjačko brdo","Beljanica","1030","44° 02,733′ N","21° 40,648′ E","482 3 Žagubica","Istočna S."
"1026","V. Glava","Beljanica","1029","44° 09,104′ N","21° 43,665′ E","482 3 Žagubica","Istočna S."
"1027","Kraku Ursuli","Beljanica","1026","44° 05,657′ N","21° 47,426′ E","482 4 Žagubica","Istočna S."
"1028","Rasovača","Beljanica","1013","44° 07,901′ N","21° 38,255′ E","482 3 Žagubica","Istočna S."
"1029","","Beljanica","1012","44° 08,343′ N","21° 39,110′ E","482 3 Žagubica","Istočna S."
"1030","Veliks strana","Beljanica","1012","44° 07,230′ N","21° 47,050′ E","482 4 Žagubica","Istočna S."
"1031","V. Kljanc","Beljanica","1004","44° 01,070′ N","21° 41,705′ E","482 3 Žagubica","Istočna S."
"1032","Faca","Beljanica","994","44° 03,791′ N","21° 44,051′ E","482 3 Žagubica","Istočna S."
"1033","Bećarska glava","Beljanica","968","44° 06,392′ N","21° 46,626′ E","482 4 Žagubica","Istočna S."
"1034","Mečina","Beljanica","966","44° 08,343′ N","21° 39,110′ E","482 3 Žagubica","Istočna S."
"1035","Oštri vrh","Beljanica","957","44° 09,499′ N","21° 39,849′ E","482 3 Žagubica","Istočna S."
"1036","Ostreč","Beljanica","954","44° 03,679′ N","21° 42,313′ E","482 3 Žagubica","Istočna S."
"1037","Golovršac","Beljanica","951","44° 06,056′ N","21° 40,447′ E","482 3 Žagubica","Istočna S."
"1038","Đula","Beljanica","936","44° 09,591′ N","21° 49,080′ E","482 4 Žagubica","Istočna S."
"1039","Jelovačka aršica","Beljanica","917","44° 03,113′ N","21° 43,116′ E","482 3 Žagubica","Istočna S."
"1040","Rečke glave","Beljanica","914","44° 07,777′ N","21° 48,451′ E","482 4 Žagubica","Istočna S."
"1041","Šiljata glava","Beljanica","881","44° 09,216′ N","21° 47,013′ E","482 4 Žagubica","Istočna S."
"1042","Stenčeta glava","Beljanica","872","44° 09,088′ N","21° 45,716′ E","482 4 Žagubica","Istočna S."
"1043","Kosička","Beljanica","863","44° 07,123′ N","21° 36,943′ E","482 3 Žagubica","Istočna S."
"1044","Veliki Antrvelj","Beljanica","846","44° 00,986′ N","21° 40,074′ E","482 3 Žagubica","Istočna S."
"1045","M. Pat","Beljanica","830","44° 04,875′ N","21° 41,662′ E","482 3 Žagubica","Istočna S."
"1046","Ledeni vrh","Beljanica","823","44° 09,682′ N","21° 45,361′ E","482 4 Žagubica","Istočna S."
"1047","Ciganska glava","Beljanica","817","44° 08,234′ N","21° 49,828′ E","482 4 Žagubica","Istočna S."
"1048","V. Smrdanski vrh","Beljanica","816","44° 09,403′ N","21° 38,042′ E","482 3 Žagubica","Istočna S."
"1049","Čukara","Beljanica","795","44° 07,682′ N","21° 36,683′ E","482 3 Žagubica","Istočna S."
"1050","V. Pat","Beljanica","769","44° 04,732′ N","21° 43,062′ E","482 3 Žagubica","Istočna S."
"1051","Koviljarac","Beljanica","753","44° 05,230′ N","21° 37,702′ E","482 3 Žagubica","Istočna S."
"1052","Cerjak","Beljanica","695","44° 05,635′ N","21° 39,584′ E","482 3 Žagubica","Istočna S."
"1053","Babina glava","Beljanica","685","44° 04,722′ N","21° 38,176′ E","482 3 Žagubica","Istočna S."
"1054","Veliki vrh","Beljanica","664","44° 03,454′ N","21° 33,128′ E","482 3 Žagubica","Istočna S."
"1055","Čukara","Beljanica","642","44° 04,369′ N","21° 38,502′ E","482 3 Žagubica","Istočna S."
"1056","Navarska glava","Beljanica","640","44° 09,027′ N","21° 37,244′ E","482 3 Žagubica","Istočna S."
"1057","Jelovački krš","Beljanica","621","44° 05,537′ N","21° 39,509′ E","482 3 Žagubica","Istočna S."
"1058","Jarčevac","Beljanica","600","44° 08,168′ N","21° 49,643′ E","482 3 Žagubica","Istočna S."
"1059","Oštri vrh","Beljanica","600","44° 03,728′ N","21° 32,478′ E","482 3 Žagubica","Istočna S."
"1060","Čukarica","Beljanica","586","44° 07,067′ N","21° 34,974′ E","482 3 Žagubica","Istočna S."
"1061","Oštri vrh","Beljanica","514","44° 08,682′ N","21° 30,571′ E","482 3 Žagubica","Istočna S."
"1062","Belo brdo","Beljanica","504","44° 05,470′ N","21° 33,943′ E","482 3 Žagubica","Istočna S."
"1063","Bukova poljana","Bukovik","894","43° 41,514′ N","21° 38,455′ E","532 3 Aleksinac","Istočna S."
"1064","Drenova glava","Bukovik","700","43° 42,184′ N","21° 37,705′ E","532 3 Aleksinac","Istočna S."
"1065","Crni vrh","Crni vrh","1043","44° 07,801′ N","21° 58,190′ E","482 4 Žagubica","Istočna S."
"1066","Tilva ku Banderi","Crni vrh","1028","44° 07,336′ N","21° 57,348′ E","483 3 Žagubica","Istočna S."
"1067","Golo brdo","Crni vrh","928","44° 08,884′ N","21° 57,794′ E","482 4 Žagubica","Istočna S."
"1068","M. Tilve","Crni vrh, (Krivelj)","821","44° 08,579′ N","22° 01,103′ E","483 3 Bor","Istočna S."
"1069","V. Tilve","Crni vrh, (Krivelj)","786","44° 08,537′ N","22° 01,758′ E","483 3 Bor","Istočna S."
"1070","Klokočiš","Crni vrh, (Krivelj)","754","44° 08,896′ N","22° 00,016′ E","483 3 Bor","Istočna S."
"1071","Čoka Pređa","Crni vrh, (Krivelj)","706","44° 07,049′ N","22° 01,700′ E","483 3 Bor","Istočna S."
"1072","Čoka Čorban","Crni vrh, (Krivelj)","673","44° 09,379′ N","22° 00,251′ E","483 3 Bor","Istočna S."
"1073","Čoka Stan","Crni vrh, (Krivelj)","577","44° 09,477′ N","22° 01,417′ E","483 3 Bor","Istočna S."
"1074","Čoka Čuruli","Crni vrh, (Krivelj)","532","44° 07,858′ N","22° 03,942′ E","483 3 Bor","Istočna S."
"1075","Crni vrh","Deli Jovan","1141","44° 13,216′ N","22° 13,368′ E","483 3 Bor","Istočna S."
"1076","Crni vrh","Deli Jovan","1137","44° 13,568′ N","22° 13,672′ E","483 3 Bor","Istočna S."
"1077","V. Goli vrh","Deli Jovan","1037","44° 15,179′ N","22° 12,759′ E","483 1 Bor","Istočna S."
"1078","","Deli Jovan","1027","44° 14,729′ N","22° 12,990′ E","483 3 Bor","Istočna S."
"1079","V. Deli Jovan","Deli Jovan","973","44° 11,865′ N","22° 14,626′ E","483 3 Bor","Istočna S."
"1080","M. Goli vrh","Deli Jovan","849","44° 15,737′ N","22° 11,808′ E","483 1 Bor","Istočna S."
"1081","Mala Glava","Deli Jovan","831","44° 14,796′ N","22° 13,761′ E","483 3 Bor","Istočna S."
"1082","Crna Glava","Deli Jovan","809","44° 13,736′ N","22° 14,754′ E","483 3 Bor","Istočna S."
"1083","Kosa","Deli Jovan","778","44° 10,314′ N","22° 15,875′ E","483 4 Bor","Istočna S."
"1084","Vučja glava","Deli Jovan","732","44° 13,249′ N","22° 15,010′ E","483 4 Bor","Istočna S."
"1085","Pripor","Deli Jovan","725","44° 16,929′ N","22° 12,353′ E","483 1 Bor","Istočna S."
"1086","V. Tilva","Deli Jovan","703","44° 37,1405′ N","22° 13,605′ E","483 3 Bor","Istočna S."
"1087","Presla","Deli Jovan","702","44° 11,007′ N","22° 14,749′ E","483 3 Bor","Istočna S."
"1088","M. Deli Jovan","Deli Jovan","693","44° 11,759′ N","22° 16,014′ E","483 4 Bor","Istočna S."
"1089","Tiva Medveđa","Deli Jovan","636","44° 18,668′ N","22° 11,976′ E","483 1 Bor","Istočna S."
"1090","Čoka lu Berlan","Deli Jovan","636","44° 17,869′ N","22° 12,021′ E","483 1 Bor","Istočna S."
"1091","Tilva","Deli Jovan","635","44° 09,065′ N","22° 17,132′ E","483 4 Bor","Istočna S."
"1092","Kruškovac","Deli Jovan","626","44° 10,054′ N","22° 16,807′ E","483 4 Bor","Istočna S."
"1093","Čoka Mika","Deli Jovan","605","44° 15,127′ N","22° 11,318′ E","483 1 Bor","Istočna S."
"1094","Šeget","Deli Jovan","603","44° 16,886′ N","22° 13,267′ E","483 1 Bor","Istočna S."
"1095","Kraku Mošuli","Deli Jovan","589","44° 17,524′ N","22° 12,973′ E","483 1 Bor","Istočna S."
"1096","Kraku Gord","Deli Jovan","579","44° 15,994′ N","22° 13,106′ E","483 1 Bor","Istočna S."
"1097","Simićevo brdo","Deli Jovan","555","44° 15,563′ N","22° 14,244′ E","483 1 Bor","Istočna S."
"1098","Čjoka Njalta","Đerdap","668","44° 35,125′ N","21° 00,762′ E","433 3 Oršava","Istočna S."
"1099","Kornovski vis","Đerdap","632","44° 36,705′ N","21° 48,168′ E","432 4 Veliko Gradište","Istočna S."
"1100","Sokolovac","Đerdap","626","44° 35,655′ N","21° 00,027′ E","433 3 Oršava","Istočna S."
"1101","Kulmea Grije","Đerdap","622","44° 33,472′ N","21° 51,932′ E","432 4 Veliko Gradište","Istočna S."
"1102","Freseniš","Đerdap","621","44° 30,160′ N","21° 51,082′ E","432 4 Veliko Gradište","Istočna S."
"1103","Glavčina","Đerdap","551","44° 30,248′ N","21° 01,566′ E","433 3 Oršava","Istočna S."
"1104","Kulmea Albinje","Đerdap","541","44° 31,451′ N","21° 50,676′ E","432 4 Veliko Gradište","Istočna S."
"1105","Strnjak","Đerdap","539","44° 36,853′ N","21° 45,303′ E","432 4 Veliko Gradište","Istočna S."
"1106","Čapljinac","Devica","1187","43° 35,618′ N","21° 56,334′ E","532 4 Aleksinac","Istočna S."
"1107","Visoki vrh","Devica","1172","43° 36,410′ N","21° 55,839′ E","532 4 Aleksinac","Istočna S."
"1108","Gola čuka","Devica","1138","43° 36,542′ N","21° 57,854′ E","532 4 Aleksinac","Istočna S."
"1109","Ledenica","Devica","1106","43° 35,900′ N","21° 57,704′ E","532 4 Aleksinac","Istočna S."
"1110","Aleksin kamen","Devica","1100","43° 35,734′ N","21° 55,107′ E","532 4 Aleksinac","Istočna S."
"1111","Kulina","Devica","1089","43° 35,185′ N","21° 59,260′ E","532 4 Aleksinac","Istočna S."
"1112","","Devica","1063","43° 36,282′ N","21° 54,564′ E","532 4 Aleksinac","Istočna S."
"1113","Vesino","Devica","1058","43° 36,639′ N","21° 58,972′ E","532 4 Aleksinac","Istočna S."
"1114","Spasićevo","Devica","1017","43° 35,727′ N","21° 59,623′ E","532 4 Aleksinac","Istočna S."
"1115","Golemi del","Devica","998","43° 34,030′ N","21° 58,162′ E","532 4 Aleksinac","Istočna S."
"1116","","Devica","988","43° 36,539′ N","22° 00,044′ E","533 3 Zaječar","Istočna S."
