"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"1137","Kojin vrh","Golak","927","43° 32,972' N","21° 56,652' E","532 4 Aleksinac","Istocna S."
"1138","Rudina","Golak","890","43° 31,219' N","21° 58,752' E","532 4 Aleksinac","Istocna S."
"1139","Golemi vrh","Golak","865","43° 32,402' N","21° 56,844' E","532 4 Aleksinac","Istocna S."
"1140","Zdrava c.","Golak","830","43° 31,070' N","21° 57,885' E","532 4 Aleksinac","Istocna S."
"1141","Latinski vrh","Golak","757","43° 31,838' N","21° 55,574' E","532 4 Aleksinac","Istocna S."
"1142","Glavcina","Golak","700","43° 32,611' N","21° 55,230' E","532 4 Aleksinac","Istocna S."
"1143","Gorevinski vrh","Golak","618","43° 30,342' N","21° 54,732' E","532 4 Aleksinac","Istocna S."
"1144","","Goli Krš","887","44° 17,524' N","22° 12,973' E","483 3 Bor","Istocna S."
"1145","","Goli Krš","804","44° 08,903' N","22° 09,634' E","483 3 Bor","Istocna S."
"1146","Golaja","Goli Krš","752","44° 07,156' N","22° 11,234' E","483 3 Bor","Istocna S."
"1147","Široka glava","Homolje","819","44° 10,452' N","21° 39,283' E","482 3 Žagubica","Istocna S."
"1148","Trujkina glava","Homolje","802","44° 11,122' N","21° 38,440' E","482 3 Žagubica","Istocna S."
"1149","Židiljska glava","Homolje","801","44° 10,214' N","21° 37,987' E","482 3 Žagubica","Istocna S."
"1150","Badujeva glava","Homolje","774","44° 11,374' N","21° 39,119' E","482 3 Žagubica","Istocna S."
"1151","Stankova glava","Homolje","759","44° 10,237' N","21° 42,517' E","482 3 Žagubica","Istocna S."
"1152","Jasenova glava","Homolje","716","44° 10,713' N","21° 40,603' E","482 3 Žagubica","Istocna S."
"1153","Veliki Krak","Homolje","680","44° 21,194' N","21° 34,257' E","482 1 Žagubica","Istocna S."
"1154","Ježevac","Homolje","675","44° 15,871' N","21° 31,350' E","482 1 Žagubica","Istocna S."
"1155","Krišanova glava","Homolje","609","44° 12,809' N","21° 38,072' E","482 3 Žagubica","Istocna S."
"1156","Radulovo brdo","Homolje","592","44° 11,976' N","21° 32,346' E","482 3 Žagubica","Istocna S."
"1157","Štubej","Homoljske planine","940","44° 21,481' N","21° 38,067' E","482 1 Žagubica","Istocna S."
"1158","Kupinova glava","Homoljske planine","923","44° 18,839' N","21° 48,430' E","482 2 Žagubica","Istocna S."
"1159","Velika glavica","Homoljske planine","923","44° 08,992' N","21° 55,024' E","482 4 Žagubica","Istocna S."
"1160","Potaj Cuka","Homoljske planine","920","44° 12,889' N","21° 53,727' E","482 4 Žagubica","Istocna S."
"1161","Veliki Sumorovac","Homoljske planine","912","44° 19,001' N","21° 34,339' E","482 1 Žagubica","Istocna S."
"1162","Coka Kurugu","Homoljske planine","907","44° 18,481' N","21° 50,340' E","482 2 Žagubica","Istocna S."
"1163","Šiljata glava","Homoljske planine","907","44° 08,098' N","21° 56,693' E","482 4 Žagubica","Istocna S."
"1164","Zdravca","Homoljske planine","897","44° 17,609' N","21° 50,870' E","482 2 Žagubica","Istocna S."
"1165","V. Vranj","Homoljske planine","884","44° 19,939' N","21° 37,223' E","482 1 Žagubica","Istocna S."
"1166","Pojana Tresnita","Homoljske planine","877","44° 20,571' N","21° 42,249' E","482 1 Žagubica","Istocna S."
"1167","Coka Žumeri","Homoljske planine","872","44° 15,729' N","21° 54,773' E","482 2 Žagubica","Istocna S."
"1168","Coka Njamci","Homoljske planine","856","44° 19,023' N","21° 49,389' E","482 2 Žagubica","Istocna S."
"1169","Strnjak","Homoljske planine","848","44° 20,273' N","21° 40,347' E","482 1 Žagubica","Istocna S."
"1170","Coka Strnjak","Homoljske planine","839","44° 18,095' N","21° 49,142' E","482 2 Žagubica","Istocna S."
"1171","Pripor","Homoljske planine","835","44° 21,155' N","21° 41,086' E","482 1 Žagubica","Istocna S."
"1172","Veliki Vukan","Homoljske planine","825","44° 17,942' N","21° 32,640' E","482 1 Žagubica","Istocna S."
"1173","Cucek","Homoljske planine","822","44° 22,140' N","21° 38,370' E","482 1 Žagubica","Istocna S."
"1174","Vrata","Homoljske planine","815","44° 20,343' N","21° 35,153' E","482 1 Žagubica","Istocna S."
"1175","Tilva Uroša","Homoljske planine","814","44° 22,045' N","21° 48,368' E","482 2 Žagubica","Istocna S."
"1176","Breza","Homoljske planine","808","44° 19,524' N","21° 52,152' E","482 2 Žagubica","Istocna S."
"1177","Nalta","Homoljske planine","802","44° 16,887' N","21° 51,001' E","482 2 Žagubica","Istocna S."
"1178","Kulmea Tilva","Homoljske planine","800","44° 21,596' N","21° 49,296' E","482 2 Žagubica","Istocna S."
"1179","Coka Simeon","Homoljske planine","799","44° 14,547' N","21° 56,531' E","482 4 Žagubica","Istocna S."
"1180","Prskiceva Ðula","Homoljske planine","793","44° 13,927' N","21° 53,440' E","482 4 Žagubica","Istocna S."
"1181","Coka Frasinj","Homoljske planine","789","44° 11,020' N","21° 58,443' E","482 4 Žagubica","Istocna S."
"1182","","Homoljske planine","787","44° 20,870' N","21° 38,599' E","482 1 Žagubica","Istocna S."
"1183","Kununa","Homoljske planine","784","44° 18,406' N","21° 51,204' E","482 2 Žagubica","Istocna S."
"1184","Kobilja glava","Homoljske planine","778","44° 21,150' N","21° 35,110' E","482 1 Žagubica","Istocna S."
"1185","Restovacka glava","Homoljske planine","774","44° 19,548' N","21° 43,258' E","482 1 Žagubica","Istocna S."
"1186","Jasenita glava","Homoljske planine","773","44° 19,714' N","21° 45,087' E","482 2 Žagubica","Istocna S."
"1187","Korkan","Homoljske planine","763","44° 15,642' N","21° 53,817' E","482 2 Žagubica","Istocna S."
"1188","Tilva ku Mastaka","Homoljske planine","749","44° 05,960' N","21° 57,948' E","482 4 Žagubica","Istocna S."
"1189","Mijucina glava","Homoljske planine","748","44° 18,886' N","21° 41,484' E","482 1 Žagubica","Istocna S."
"1190","Rjatra Rošija","Homoljske planine","744","44° 09,813' N","21° 59,729' E","482 4 Žagubica","Istocna S."
"1191","Kulma Srbijaska","Homoljske planine","743","44° 15,933' N","21° 51,410' E","482 2 Žagubica","Istocna S."
"1192","Mali Sumorovac","Homoljske planine","741","44° 18,153' N","21° 33,899' E","482 1 Žagubica","Istocna S."
"1193","Kocma","Homoljske planine","735","44° 17,943' N","21° 46,178' E","482 2 Žagubica","Istocna S."
"1194","Mali Vukan","Homoljske planine","732","44° 17,399' N","21° 32,229' E","482 1 Žagubica","Istocna S."
"1195","Glogin","Homoljske planine","730","44° 22,487' N","21° 50,197' E","482 2 Žagubica","Istocna S."
"1196","Vrh Rudini","Homoljske planine","729","44° 18,382' N","21° 38,534' E","482 1 Žagubica","Istocna S."
"1197","Strnjak","Homoljske planine","709","44° 18,612' N","21° 33,291' E","482 1 Žagubica","Istocna S."
"1198","Hajducka lipa","Homoljske planine","708","44° 18,419' N","21° 42,662' E","482 1 Žagubica","Istocna S."
"1199","Coka Fntnji","Homoljske planine","708","44° 20,168' N","21° 47,917' E","482 2 Žagubica","Istocna S."
"1200","Muota","Homoljske planine","701","44° 17,016' N","21° 53,398' E","482 2 Žagubica","Istocna S."
"1201","Coka Tormak","Homoljske planine","698","44° 21,275' N","21° 48,519' E","482 2 Žagubica","Istocna S."
"1202","Miljino brdo","Homoljske planine","696","44° 17,804' N","21° 44,186' E","482 2 Žagubica","Istocna S."
"1203","Coka Tili","Homoljske planine","685","44° 15,165' N","21° 50,003' E","482 2 Žagubica","Istocna S."
"1204","Dupes Coka","Homoljske planine","670","44° 22,859' N","21° 51,733' E","482 2 Žagubica","Istocna S."
"1205","Kraku Slatina","Homoljske planine","668","44° 21,440' N","21° 50,943' E","482 2 Žagubica","Istocna S."
"1206","Markova krcma","Homoljske planine","667","44° 26,949' N","21° 49,643' E","482 2 Žagubica","Istocna S."
"1207","Kraku Mustafa","Homoljske planine","667","44° 22,750' N","21° 52,627' E","482 2 Žagubica","Istocna S."
"1208","Kukuj","Homoljske planine","664","44° 20,811' N","21° 32,753' E","482 1 Žagubica","Istocna S."
"1209","Vrh Šoši","Homoljske planine","656","44° 22,840' N","21° 38,950' E","482 1 Žagubica","Istocna S."
"1210","Kraku Frasina","Homoljske planine","652","44° 24,222' N","21° 50,001' E","482 2 Žagubica","Istocna S."
"1211","Kraku Long","Homoljske planine","644","44° 20,347' N","21° 50,922' E","482 2 Žagubica","Istocna S."
"1212","Kraku Prvule","Homoljske planine","641","44° 23,130' N","21° 48,106' E","482 2 Žagubica","Istocna S."
"1213","Donje Tavance","Homoljske planine","639","44° 19,150' N","21° 32,965' E","482 1 Žagubica","Istocna S."
"1214","Kremenj","Homoljske planine","638","44° 21,526' N","21° 33,490' E","482 1 Žagubica","Istocna S."
"1215","Jasenova c.","Homoljske planine","634","44° 20,133' N","21° 54,709' E","482 2 Žagubica","Istocna S."
"1216","Ðalu Mare","Homoljske planine","631","44° 17,287' N","21° 39,280' E","482 1 Žagubica","Istocna S."
"1217","Kraku Ferizana","Homoljske planine","627","44° 22,014' N","21° 52,177' E","482 2 Žagubica","Istocna S."
"1218","Crveni krš","Homoljske planine","623","44° 18,999' N","21° 53,890' E","482 2 Žagubica","Istocna S."
"1219","Kapalo","Homoljske planine","620","44° 24,792' N","21° 36,693' E","482 1 Žagubica","Istocna S."
"1220","Srednja cuka","Homoljske planine","619","44° 24,387' N","21° 36,271' E","482 1 Žagubica","Istocna S."
"1221","Strnjak","Homoljske planine","613","44° 22,128' N","21° 34,990' E","482 1 Žagubica","Istocna S."
"1222","Pojana Šikire","Homoljske planine","613","44° 21,084' N","21° 46,460' E","482 2 Žagubica","Istocna S."
"1223","Somnik","Homoljske planine","556","44° 23,358' N","21° 40,356' E","482 1 Žagubica","Istocna S."
"1224","V. Šetaca","Homoljske planine","553","44° 17,476' N","21° 40,209' E","482 1 Žagubica","Istocna S."
"1225","Crni vrh","Homoljske planine","544","44° 17,200' N","21° 35,335' E","482 1 Žagubica","Istocna S."
"1226","Veliki Komnen","Homoljske planine","524","44° 17,694' N","21° 35,852' E","482 1 Žagubica","Istocna S."
"1227","Veliko brdo","Homoljske planine","508","44° 23,712' N","21° 41,397' E","482 1 Žagubica","Istocna S."
"1228","V. Ježevica","Ježevica","709","43° 48,630' N","22° 02,026' E","533 1 Zajecar","Istocna S."
"1229","Goli Pljoš","Kucaj","737","43° 55,886' N","21° 34,455' E","532 1 Aleksinac","Istocna S."
"1230","Košuci vrh","Kucaj","726","43° 56,006' N","21° 33,789' E","532 1 Aleksinac","Istocna S."
"1231","Janošev vrh","Kucaj","714","43° 54,187' N","21° 35,184' E","532 1 Aleksinac","Istocna S."
"1232","Glišin vrh","Kucaj","693","43° 56,106' N","21° 34,849' E","532 1 Aleksinac","Istocna S."
"1233","Gorunovac","Kucaj","683","43° 58,187' N","21° 34,545' E","532 1 Aleksinac","Istocna S."
"1234","Vršiljak","Kucaj","673","43° 54,768' N","21° 34,091' E","532 1 Aleksinac","Istocna S."
"1235","Vrlan","Kucaj","632","43° 59,288' N","21° 31,171' E","532 1 Aleksinac","Istocna S."
"1236","Garnovicki vrh","Kucaj","623","43° 55,290' N","21° 33,686' E","532 1 Aleksinac","Istocna S."
"1237","Masni Kamen","Kucaj","600","43° 56,624' N","21° 32,800' E","532 1 Aleksinac","Istocna S."
"1238","Izgoreli vrh","Kucaj (Resavica)","882","44° 03,184' N","21° 39,177' E","482 3 Žagubica","Istocna S."
"1239","Vrelski vrh","Kucaj (Resavica)","866","44° 03,031' N","21° 38,161' E","482 3 Žagubica","Istocna S."
"1240","Pasuljski vrh","Kucaj (Resavica)","831","44° 02,402' N","21° 37,800' E","482 3 Žagubica","Istocna S."
"1241","Ðordeva Straža","Kucaj (Resavica)","765","44° 00,706' N","21° 35,271' E","482 3 Žagubica","Istocna S."
"1242","Orlovica","Kucaj (Resavica)","733","44° 03,901' N","21° 36,054' E","482 3 Žagubica","Istocna S."
"1243","Ðula","Kucaj (Resavica)","728","44° 03,423' N","21° 36,055' E","482 3 Žagubica","Istocna S."
"1244","Prlovo","Kucaj (Resavica)","610","44° 01,814' N","21° 32,648' E","482 3 Žagubica","Istocna S."
"1245","Kremen","Kucaj (Resavica)","584","44° 00,486' N","21° 32,295' E","482 3 Žagubica","Istocna S."
"1246","Babin vrh","Kucaj (Resavica)","529","44° 01,829' N","21° 30,696' E","482 3 Žagubica","Istocna S."
"1247","V. Malinik","Kucaj Malinik","1158","43° 59,502' N","21° 55,062' E","532 2 Aleksinac","Istocna S."
"1248","Tilva Nalta","Kucaj Malinik","1054","43° 55,548' N","21° 49,528' E","532 2 Aleksinac","Istocna S."
"1249","M. Malinik","Kucaj Malinik","1019","43° 59,145' N","21° 54,671' E","532 2 Aleksinac","Istocna S."
"1250","Tilva Meil (Mihajlovo b.)","Kucaj Malinik","963","43° 58,873' N","21° 50,667' E","532 2 Aleksinac","Istocna S."
"1251","Kurmatura","Kucaj Malinik","961","43° 58,778' N","21° 54,456' E","532 2 Aleksinac","Istocna S."
"1252","Belovodski vrh","Kucaj Malinik","927","43° 53,601' N","21° 46,160' E","532 2 Aleksinac","Istocna S."
"1253","Zdravkov vrh","Kucaj Malinik","923","43° 54,510' N","21° 48,452' E","532 2 Aleksinac","Istocna S."
"1254","M. Klencus","Kucaj Malinik","888","43° 56,981' N","21° 53,818' E","532 2 Aleksinac","Istocna S."
"1255","Markoljevski krš","Kucaj Malinik","868","43° 59,822' N","21° 51,908' E","532 2 Aleksinac","Istocna S."
"1256","Ðulan","Kucaj Malinik","863","43° 55,217' N","21° 47,682' E","532 2 Aleksinac","Istocna S."
"1257","Dobmirov krš","Kucaj Malinik","861","43° 57,943' N","21° 51,414' E","532 2 Aleksinac","Istocna S."
"1258","Kraku Janoš","Kucaj Malinik","784","43° 56,016' N","21° 51,332' E","532 2 Aleksinac","Istocna S."
"1259","Straža","Kucaj Malinik","764","43° 54,920' N","21° 52,561' E","532 2 Aleksinac","Istocna S."
"1260","Strnjacki breg","Kucaj Malinik","760","43° 54,466' N","21° 51,912' E","532 2 Aleksinac","Istocna S."
"1261","V. Rudine","Kucaj Malinik","706","43° 54,240' N","21° 52,986' E","532 2 Aleksinac","Istocna S."
"1262","Bogovinski kamen","Kucaj Malinik","676","43° 54,872' N","21° 53,849' E","532 2 Aleksinac","Istocna S."
"1263","V. Tresta","Kucajske planine","1284","44° 04,940' N","21° 49,726' E","482 4 Žagubica","Istocna S."
"1264","Oštri kamen","Kucajske planine","1213","44° 01,929' N","21° 47,843' E","482 4 Žagubica","Istocna S."
"1265","Tilva Palcin","Kucajske planine","1194","44° 00,372' N","21° 47,029' E","482 4 Žagubica","Istocna S."
"1266","Kiseli vrh","Kucajske planine","1192","44° 02,919' N","21° 48,343' E","482 4 Žagubica","Istocna S."
"1267","Omaniš","Kucajske planine","1190","44° 01,513' N","21° 46,960' E","482 4 Žagubica","Istocna S."
"1268","V. Krš","Kucajske planine","1188","44° 05,517' N","21° 52,479' E","482 4 Žagubica","Istocna S."
"1269","V. Bota","Kucajske planine","1184","44° 03,548' N","21° 47,979' E","482 4 Žagubica","Istocna S."
"1270","Kupalcina","Kucajske planine","1183","44° 02,909' N","21° 49,079' E","482 4 Žagubica","Istocna S."
"1271","Straža","Kucajske planine","1147","44° 06,259' N","21° 50,069' E","482 4 Žagubica","Istocna S."
"1272","Javoriti vrh","Kucajske planine","1138","44° 00,677' N","21° 45,802' E","482 4 Žagubica","Istocna S."
"1273","Tilva Kulmija Kris","Kucajske planine","1118","44° 01,840' N","21° 48,875' E","482 4 Žagubica","Istocna S."
"1274","Tilva Šušuljajka","Kucajske planine","1118","44° 05,070' N","21° 52,278' E","482 4 Žagubica","Istocna S."
"1275","V. Lisac","Kucajske planine","1111","44° 06,517' N","21° 52,149' E","482 4 Žagubica","Istocna S."
"1276","Koprivno brdo","Kucajske planine","1068","43° 56,426' N","21° 44,274' E","532 1 Aleksinac","Istocna S."
"1277","","Kucajske planine","1058","43° 58,944' N","21° 47,497' E","532 2 Aleksinac","Istocna S."
"1278","M. Lisac","Kucajske planine","1054","44° 06,654' N","21° 51,240' E","482 4 Žagubica","Istocna S."
"1279","Tilva ku Stobori","Kucajske planine","1050","44° 04,664' N","21° 54,683' E","482 4 Žagubica","Istocna S."
"1280","Tajski vrh","Kucajske planine","1041","43° 58,812' N","21° 46,687' E","532 2 Aleksinac","Istocna S."
"1281","M. Bota","Kucajske planine","1039","44° 04,131' N","21° 47,366' E","482 4 Žagubica","Istocna S."
"1282","Tilva Mošuli","Kucajske planine","1038","44° 05,337' N","21° 55,151' E","482 4 Žagubica","Istocna S."
"1283","Ilijin vrh","Kucajske planine","1038","43° 57,536' N","21° 47,833' E","532 2 Aleksinac","Istocna S."
"1284","Tilva Dubašnica","Kucajske planine","1025","44° 05,217' N","21° 54,095' E","482 4 Žagubica","Istocna S."
"1285","Tilva ku Zmijor","Kucajske planine","1024","44° 04,132' N","21° 52,996' E","482 4 Žagubica","Istocna S."
"1286","Mikulj","Kucajske planine","1023","44° 01,202' N","21° 50,709' E","482 4 Žagubica","Istocna S."
"1287","","Kucajske planine","1021","43° 59,588' N","21° 46,283' E","532 2 Aleksinac","Istocna S."
"1288","Tilva Kolumja","Kucajske planine","1020","43° 58,920' N","21° 43,787' E","532 1 Aleksinac","Istocna S."
"1289","Brumin vrh","Kucajske planine","1019","43° 58,068' N","21° 42,503' E","532 1 Aleksinac","Istocna S."
"1290","Tajski vrh","Kucajske planine","1006","43° 58,190' N","21° 46,202' E","532 2 Aleksinac","Istocna S."
"1291","Darica","Kucajske planine","1005","43° 58,821' N","21° 42,541' E","532 1 Aleksinac","Istocna S."
"1292","Debelo brdo","Kucajske planine","1005","43° 57,583' N","21° 40,996' E","532 1 Aleksinac","Istocna S."
"1293","Groš Rajko","Kucajske planine","1003","43° 58,769' N","21° 48,288' E","532 2 Aleksinac","Istocna S."
"1294","","Kucajske planine","1002","43° 58,481' N","21° 45,293' E","532 2 Aleksinac","Istocna S."
"1295","Tilva Gola","Kucajske planine","1001","44° 04,574' N","21° 55,691' E","482 4 Žagubica","Istocna S."
"1296","Polom","Kucajske planine","985","43° 59,093' N","21° 45,917' E","532 2 Aleksinac","Istocna S."
"1297","Mikin vrh","Kucajske planine","983","43° 55,776' N","21° 44,801' E","532 1 Aleksinac","Istocna S."
"1298","Kurmatura","Kucajske planine","979","44° 03,150' N","21° 52,289' E","482 4 Žagubica","Istocna S."
"1299","Šiljati vrh","Kucajske planine","965","43° 57,002' N","21° 41,728' E","532 1 Aleksinac","Istocna S."
"1300","Lakurja Mulce","Kucajske planine","959","43° 59,719' N","21° 42,090' E","532 1 Aleksinac","Istocna S."
"1301","Kršijora","Kucajske planine","957","44° 02,476' N","21° 51,568' E","482 4 Žagubica","Istocna S."
"1302","Zeleni vrh","Kucajske planine","956","43° 56,446' N","21° 47,096' E","532 2 Aleksinac","Istocna S."
"1303","Grabovita kosa","Kucajske planine","949","43° 56,396' N","21° 42,802' E","532 1 Aleksinac","Istocna S."
"1304","Bucina","Kucajske planine","944","43° 53,813' N","21° 45,487' E","532 2 Aleksinac","Istocna S."
"1305","Faca Mare","Kucajske planine","942","43° 59,922' N","21° 40,230' E","532 1 Aleksinac","Istocna S."
"1306","Tilva ku Cekvar","Kucajske planine","941","43° 59,120' N","21° 41,138' E","532 1 Aleksinac","Istocna S."
"1307","Jasenjak","Kucajske planine","940","43° 54,814' N","21° 42,587' E","532 1 Aleksinac","Istocna S."
"1308","Prisaka","Kucajske planine","936","44° 07,211' N","21° 52,015' E","482 4 Žagubica","Istocna S."
"1309","Turski kamen","Kucajske planine","934","43° 59,219' N","21° 44,633' E","532 1 Aleksinac","Istocna S."
"1310","Hajducki kladenac","Kucajske planine","931","43° 56,819' N","21° 45,858' E","532 2 Aleksinac","Istocna S."
"1311","Kraku Lung","Kucajske planine","929","44° 03,035' N","21° 55,528' E","482 4 Žagubica","Istocna S."
"1312","Javoracki vrh","Kucajske planine","927","43° 54,632' N","21° 41,053' E","532 1 Aleksinac","Istocna S."
